cluster.index	CF_componentindex	CF_kingdom	CF_superclass	CF_class	CF_subclass	CF_directparent	CF_substituents	CF_score	CF_kingdom_scores	CF_superclass_scores	CF_class_scores	CF_subclass_scores	CF_directparent_scores	CF_substituents_scores
1634	25	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Phenolic glycosides	Alcohol;Benzenoid;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Secondary alcohol	1	1	0.336	0.208	0.195	0.119	0.024;0.024;0.032;0.021;0.03;0.026;0.022;0.026;0.025;0.023
15	25	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Phenolic glycosides	Alcohol;Benzenoid;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Secondary alcohol	1	1	0.336	0.208	0.195	0.119	0.024;0.024;0.032;0.021;0.03;0.026;0.022;0.026;0.025;0.023
1037	25	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Phenolic glycosides	Alcohol;Benzenoid;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Secondary alcohol	1	1	0.336	0.208	0.195	0.119	0.024;0.024;0.032;0.021;0.03;0.026;0.022;0.026;0.025;0.023
1509	25	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Phenolic glycosides	Alcohol;Benzenoid;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Secondary alcohol	1	1	0.336	0.208	0.195	0.119	0.024;0.024;0.032;0.021;0.03;0.026;0.022;0.026;0.025;0.023
720	25	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Phenolic glycosides	Alcohol;Benzenoid;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Secondary alcohol	1	1	0.336	0.208	0.195	0.119	0.024;0.024;0.032;0.021;0.03;0.026;0.022;0.026;0.025;0.023
1337	25	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Phenolic glycosides	Alcohol;Benzenoid;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Secondary alcohol	1	1	0.336	0.208	0.195	0.119	0.024;0.024;0.032;0.021;0.03;0.026;0.022;0.026;0.025;0.023
280	25	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Phenolic glycosides	Alcohol;Benzenoid;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Secondary alcohol	1	1	0.336	0.208	0.195	0.119	0.024;0.024;0.032;0.021;0.03;0.026;0.022;0.026;0.025;0.023
1996	25	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Phenolic glycosides	Alcohol;Benzenoid;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Secondary alcohol	1	1	0.336	0.208	0.195	0.119	0.024;0.024;0.032;0.021;0.03;0.026;0.022;0.026;0.025;0.023
2182	25	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Phenolic glycosides	Alcohol;Benzenoid;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Secondary alcohol	1	1	0.336	0.208	0.195	0.119	0.024;0.024;0.032;0.021;0.03;0.026;0.022;0.026;0.025;0.023
921	25	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Phenolic glycosides	Alcohol;Benzenoid;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle;Secondary alcohol	1	1	0.336	0.208	0.195	0.119	0.024;0.024;0.032;0.021;0.03;0.026;0.022;0.026;0.025;0.023
1849	56	Organic compounds	Organic acids and derivatives	Benzene and substituted derivatives;Carboxylic acids and derivatives;Peptidomimetics	Benzyl alcohols;Depsipeptides	Benzyl alcohols;Cyclic depsipeptides	Carbonyl group;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Organopnictogen compound;Secondary alcohol	1	1	0.571	0.286	0.286	0.286	0.031;0.031;0.031;0.031;0.031;0.026;0.031;0.031;0.031;0.026
1750	56	Organic compounds	Organic acids and derivatives	Benzene and substituted derivatives;Carboxylic acids and derivatives;Peptidomimetics	Benzyl alcohols;Depsipeptides	Benzyl alcohols;Cyclic depsipeptides	Carbonyl group;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Organopnictogen compound;Secondary alcohol	1	1	0.571	0.286	0.286	0.286	0.031;0.031;0.031;0.031;0.031;0.026;0.031;0.031;0.031;0.026
600	57	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Cyclic peptides	Azacycle;Carbonyl group;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Oxacycle	1	1	0.478	0.448	0.448	0.276	0.023;0.027;0.035;0.026;0.028;0.034;0.028;0.026;0.034;0.025
907	57	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Cyclic peptides	Azacycle;Carbonyl group;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Oxacycle	1	1	0.478	0.448	0.448	0.276	0.023;0.027;0.035;0.026;0.028;0.034;0.028;0.026;0.034;0.025
1423	57	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Cyclic peptides	Azacycle;Carbonyl group;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Oxacycle	1	1	0.478	0.448	0.448	0.276	0.023;0.027;0.035;0.026;0.028;0.034;0.028;0.026;0.034;0.025
1030	57	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Cyclic peptides	Azacycle;Carbonyl group;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Oxacycle	1	1	0.478	0.448	0.448	0.276	0.023;0.027;0.035;0.026;0.028;0.034;0.028;0.026;0.034;0.025
74	57	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Cyclic peptides	Azacycle;Carbonyl group;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Oxacycle	1	1	0.478	0.448	0.448	0.276	0.023;0.027;0.035;0.026;0.028;0.034;0.028;0.026;0.034;0.025
325	57	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Cyclic peptides	Azacycle;Carbonyl group;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Oxacycle	1	1	0.478	0.448	0.448	0.276	0.023;0.027;0.035;0.026;0.028;0.034;0.028;0.026;0.034;0.025
324	57	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Cyclic peptides	Azacycle;Carbonyl group;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Oxacycle	1	1	0.478	0.448	0.448	0.276	0.023;0.027;0.035;0.026;0.028;0.034;0.028;0.026;0.034;0.025
808	57	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Cyclic peptides	Azacycle;Carbonyl group;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Oxacycle	1	1	0.478	0.448	0.448	0.276	0.023;0.027;0.035;0.026;0.028;0.034;0.028;0.026;0.034;0.025
510	57	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Cyclic peptides	Azacycle;Carbonyl group;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Oxacycle	1	1	0.478	0.448	0.448	0.276	0.023;0.027;0.035;0.026;0.028;0.034;0.028;0.026;0.034;0.025
17	57	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Cyclic peptides	Azacycle;Carbonyl group;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Oxacycle	1	1	0.478	0.448	0.448	0.276	0.023;0.027;0.035;0.026;0.028;0.034;0.028;0.026;0.034;0.025
28	57	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Cyclic peptides	Azacycle;Carbonyl group;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Oxacycle	1	1	0.478	0.448	0.448	0.276	0.023;0.027;0.035;0.026;0.028;0.034;0.028;0.026;0.034;0.025
2180	57	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Cyclic peptides	Azacycle;Carbonyl group;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Oxacycle	1	1	0.478	0.448	0.448	0.276	0.023;0.027;0.035;0.026;0.028;0.034;0.028;0.026;0.034;0.025
185	57	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Cyclic peptides	Azacycle;Carbonyl group;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Oxacycle	1	1	0.478	0.448	0.448	0.276	0.023;0.027;0.035;0.026;0.028;0.034;0.028;0.026;0.034;0.025
491	57	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Cyclic peptides	Azacycle;Carbonyl group;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Oxacycle	1	1	0.478	0.448	0.448	0.276	0.023;0.027;0.035;0.026;0.028;0.034;0.028;0.026;0.034;0.025
1682	57	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Cyclic peptides	Azacycle;Carbonyl group;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Oxacycle	1	1	0.478	0.448	0.448	0.276	0.023;0.027;0.035;0.026;0.028;0.034;0.028;0.026;0.034;0.025
532	57	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Cyclic peptides	Azacycle;Carbonyl group;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Oxacycle	1	1	0.478	0.448	0.448	0.276	0.023;0.027;0.035;0.026;0.028;0.034;0.028;0.026;0.034;0.025
1112	57	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Cyclic peptides	Azacycle;Carbonyl group;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Oxacycle	1	1	0.478	0.448	0.448	0.276	0.023;0.027;0.035;0.026;0.028;0.034;0.028;0.026;0.034;0.025
662	57	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Cyclic peptides	Azacycle;Carbonyl group;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Oxacycle	1	1	0.478	0.448	0.448	0.276	0.023;0.027;0.035;0.026;0.028;0.034;0.028;0.026;0.034;0.025
656	57	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Cyclic peptides	Azacycle;Carbonyl group;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Oxacycle	1	1	0.478	0.448	0.448	0.276	0.023;0.027;0.035;0.026;0.028;0.034;0.028;0.026;0.034;0.025
47	57	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Cyclic peptides	Azacycle;Carbonyl group;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Oxacycle	1	1	0.478	0.448	0.448	0.276	0.023;0.027;0.035;0.026;0.028;0.034;0.028;0.026;0.034;0.025
1049	57	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Cyclic peptides	Azacycle;Carbonyl group;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Oxacycle	1	1	0.478	0.448	0.448	0.276	0.023;0.027;0.035;0.026;0.028;0.034;0.028;0.026;0.034;0.025
2096	57	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Cyclic peptides	Azacycle;Carbonyl group;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Oxacycle	1	1	0.478	0.448	0.448	0.276	0.023;0.027;0.035;0.026;0.028;0.034;0.028;0.026;0.034;0.025
1284	91	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Oxepane;Polyol;Primary alcohol;Pyran;Secondary alcohol;Steroid;Tetrahydrofuran;Tricarboxylic acid or derivatives;Triterpene saponin;Triterpenoid	1	1	1	1	1	1	0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028
1825	91	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Oxepane;Polyol;Primary alcohol;Pyran;Secondary alcohol;Steroid;Tetrahydrofuran;Tricarboxylic acid or derivatives;Triterpene saponin;Triterpenoid	1	1	1	1	1	1	0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028;0.028
421	24	Organic compounds	Phenylpropanoids and polyketides	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Coumaric acids and derivatives	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle	1	1	0.349	0.333	0.333	0.175	0.019;0.019;0.023;0.03;0.021;0.022;0.02;0.027;0.02;0.026
686	24	Organic compounds	Phenylpropanoids and polyketides	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Coumaric acids and derivatives	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle	1	1	0.349	0.333	0.333	0.175	0.019;0.019;0.023;0.03;0.021;0.022;0.02;0.027;0.02;0.026
1443	24	Organic compounds	Phenylpropanoids and polyketides	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Coumaric acids and derivatives	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle	1	1	0.349	0.333	0.333	0.175	0.019;0.019;0.023;0.03;0.021;0.022;0.02;0.027;0.02;0.026
358	24	Organic compounds	Phenylpropanoids and polyketides	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Coumaric acids and derivatives	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle	1	1	0.349	0.333	0.333	0.175	0.019;0.019;0.023;0.03;0.021;0.022;0.02;0.027;0.02;0.026
972	24	Organic compounds	Phenylpropanoids and polyketides	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Coumaric acids and derivatives	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle	1	1	0.349	0.333	0.333	0.175	0.019;0.019;0.023;0.03;0.021;0.022;0.02;0.027;0.02;0.026
701	24	Organic compounds	Phenylpropanoids and polyketides	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Coumaric acids and derivatives	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle	1	1	0.349	0.333	0.333	0.175	0.019;0.019;0.023;0.03;0.021;0.022;0.02;0.027;0.02;0.026
1287	24	Organic compounds	Phenylpropanoids and polyketides	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Coumaric acids and derivatives	Alcohol;Aromatic heteropolycyclic compound;Benzenoid;Hydrocarbon derivative;Monocyclic benzene moiety;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organooxygen compound;Oxacycle	1	1	0.349	0.333	0.333	0.175	0.019;0.019;0.023;0.03;0.021;0.022;0.02;0.027;0.02;0.026
451	124	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Steroidal alkaloids	Cerveratrum-type alkaloids;Spirosolanes and derivatives	Azacycle;Carbonyl group;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Organopnictogen compound	1	1	0.694	0.556	0.417	0.194	0.027;0.032;0.039;0.039;0.032;0.038;0.028;0.039;0.038;0.028
1003	124	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Steroidal alkaloids	Cerveratrum-type alkaloids;Spirosolanes and derivatives	Azacycle;Carbonyl group;Hydrocarbon derivative;Organic nitrogen compound;Organic oxide;Organic oxygen compound;Organoheterocyclic compound;Organonitrogen compound;Organooxygen compound;Organopnictogen compound	1	1	0.694	0.556	0.417	0.194	0.027;0.032;0.039;0.039;0.032;0.038;0.028;0.039;0.038;0.028
